lower_limit,left_limit,upper_limit,right_limit,input_text
26.25,72.25,26.5,72.5,G43G7
26.0,72.25,26.25,72.5,G43G8
26.75,72.5,27.0,72.75,G43G9
26.75,73.0,27.0,73.25,G43H1
26.5,73.5,26.75,73.75,G43H10
26.25,73.5,26.5,73.75,G43H11
26.0,73.5,26.25,73.75,G43H12
26.75,73.75,27.0,74.0,G43H13
26.5,73.75,26.75,74.0,G43H14
26.25,73.75,26.5,74.0,G43H15
26.0,73.75,26.25,74.0,G43H16
26.5,73.0,26.75,73.25,G43H2
26.25,73.0,26.5,73.25,G43H3
26.0,73.0,26.25,73.25,G43H4
26.75,73.25,27.0,73.5,G43H5
26.5,73.25,26.75,73.5,G43H6
26.25,73.25,26.5,73.5,G43H7
26.0,73.25,26.25,73.5,G43H8
26.75,73.5,27.0,73.75,G43H9
26.75,74.0,27.0,74.25,G43I1
26.5,74.5,26.75,74.75,G43I10
26.25,74.5,26.5,74.75,G43I11
26.0,74.5,26.25,74.75,G43I12
26.75,74.75,27.0,75.0,G43I13
26.5,74.75,26.75,75.0,G43I14
26.25,74.75,26.5,75.0,G43I15
26.0,74.75,26.25,75.0,G43I16
26.5,74.0,26.75,74.25,G43I2
26.25,74.0,26.5,74.25,G43I3
26.0,74.0,26.25,74.25,G43I4
26.75,74.25,27.0,74.5,G43I5
26.5,74.25,26.75,74.5,G43I6
26.25,74.25,26.5,74.5,G43I7
26.0,74.25,26.25,74.5,G43I8
26.75,74.5,27.0,74.75,G43I9
26.75,75.0,27.0,75.25,G43J1
26.5,75.5,26.75,75.75,G43J10
26.25,75.5,26.5,75.75,G43J11
26.0,75.5,26.25,75.75,G43J12
26.5,75.75,26.75,76.0,G43J14
26.25,75.75,26.5,76.0,G43J15
26.0,75.75,26.25,76.0,G43J16
26.5,75.0,26.75,75.25,G43J2
26.25,75.0,26.5,75.25,G43J3
26.0,75.0,26.25,75.25,G43J4
26.75,75.25,27.0,75.5,G43J5
26.5,75.25,26.75,75.5,G43J6
26.25,75.25,26.5,75.5,G43J7
26.0,75.25,26.25,75.5,G43J8
26.5,76.5,26.75,76.75,G43K10
26.25,76.5,26.5,76.75,G43K11
26.0,76.5,26.25,76.75,G43K12
26.75,76.75,27.0,77.0,G43K13
26.25,76.75,26.5,77.0,G43K15
26.0,76.75,26.25,77.0,G43K16
26.5,76.0,26.75,76.25,G43K2
26.25,76.0,26.5,76.25,G43K3
26.0,76.0,26.25,76.25,G43K4
26.75,76.25,27.0,76.5,G43K5
26.25,76.25,26.5,76.5,G43K7
26.0,76.25,26.25,76.5,G43K8
26.75,77.0,27.0,77.25,G43L1
26.5,77.5,26.75,77.75,G43L10
26.25,77.5,26.5,77.75,G43L11
26.0,77.5,26.25,77.75,G43L12
26.5,77.75,26.75,78.0,G43L14
26.25,77.75,26.5,78.0,G43L15
26.0,77.75,26.25,78.0,G43L16
26.5,77.0,26.75,77.25,G43L2
26.25,77.0,26.5,77.25,G43L3
26.25,77.25,26.5,77.5,G43L7
26.0,77.25,26.25,77.5,G43L8
25.75,72.0,26.0,72.25,G43M1
25.5,72.5,25.75,72.75,G43M10
25.25,72.5,25.5,72.75,G43M11
25.0,72.5,25.25,72.75,G43M12
25.75,72.75,26.0,73.0,G43M13
25.5,72.75,25.75,73.0,G43M14
25.25,72.75,25.5,73.0,G43M15
25.0,72.75,25.25,73.0,G43M16
25.5,72.0,25.75,72.25,G43M2
25.25,72.0,25.5,72.25,G43M3
25.0,72.0,25.25,72.25,G43M4
25.75,72.25,26.0,72.5,G43M5
25.5,72.25,25.75,72.5,G43M6
25.25,72.25,25.5,72.5,G43M7
25.0,72.25,25.25,72.5,G43M8
25.75,72.5,26.0,72.75,G43M9
25.75,73.0,26.0,73.25,G43N1
25.5,73.5,25.75,73.75,G43N10
25.25,73.5,25.5,73.75,G43N11
25.0,73.5,25.25,73.75,G43N12
25.75,73.75,26.0,74.0,G43N13
25.25,73.0,25.5,73.25,G43N3
25.0,73.0,25.25,73.25,G43N4
25.75,73.25,26.0,73.5,G43N5
25.5,73.25,25.75,73.5,G43N6
25.25,73.25,25.5,73.5,G43N7
25.75,73.5,26.0,73.75,G43N9
25.75,74.0,26.0,74.25,G43O1
25.5,74.5,25.75,74.75,G43O10
25.25,74.5,25.5,74.75,G43O11
25.0,74.5,25.25,74.75,G43O12
25.75,74.75,26.0,75.0,G43O13
25.5,74.75,25.75,75.0,G43O14
25.25,74.75,25.5,75.0,G43O15
25.0,74.75,25.25,75.0,G43O16
25.5,74.0,25.75,74.25,G43O2
25.25,74.0,25.5,74.25,G43O3
25.0,74.0,25.25,74.25,G43O4
25.75,74.25,26.0,74.5,G43O5
25.5,74.25,25.75,74.5,G43O6
25.25,74.25,25.5,74.5,G43O7
25.0,74.25,25.25,74.5,G43O8
25.75,74.5,26.0,74.75,G43O9
25.75,75.0,26.0,75.25,G43P1
25.5,75.5,25.75,75.75,G43P10
25.25,75.5,25.5,75.75,G43P11
25.0,75.5,25.25,75.75,G43P12
25.75,75.75,26.0,76.0,G43P13
25.5,75.75,25.75,76.0,G43P14
25.25,75.75,25.5,76.0,G43P15
25.0,75.75,25.25,76.0,G43P16
25.25,75.0,25.5,75.25,G43P3
25.0,75.0,25.25,75.25,G43P4
25.75,75.25,26.0,75.5,G43P5
25.5,75.25,25.75,75.5,G43P6
25.25,75.25,25.5,75.5,G43P7
25.0,75.25,25.25,75.5,G43P8
25.75,75.5,26.0,75.75,G43P9
25.75,76.0,26.0,76.25,G43Q1
25.5,76.5,25.75,76.75,G43Q10
25.25,76.5,25.5,76.75,G43Q11
25.0,76.5,25.25,76.75,G43Q12
25.75,76.75,26.0,77.0,G43Q13
25.5,76.75,25.75,77.0,G43Q14
25.25,76.75,25.5,77.0,G43Q15
25.0,76.75,25.25,77.0,G43Q16
25.5,76.0,25.75,76.25,G43Q2
25.25,76.0,25.5,76.25,G43Q3
25.0,76.0,25.25,76.25,G43Q4
25.75,76.25,26.0,76.5,G43Q5
25.5,76.25,25.75,76.5,G43Q6
25.25,76.25,25.5,76.5,G43Q7
25.0,76.25,25.25,76.5,G43Q8
25.75,76.5,26.0,76.75,G43Q9
25.75,77.0,26.0,77.25,G43R1
25.5,77.5,25.75,77.75,G43R10
25.25,77.5,25.5,77.75,G43R11
25.0,77.5,25.25,77.75,G43R12
25.75,77.75,26.0,78.0,G43R13
25.5,77.75,25.75,78.0,G43R14
25.25,77.75,25.5,78.0,G43R15
25.0,77.75,25.25,78.0,G43R16
25.5,77.0,25.75,77.25,G43R2
25.25,77.0,25.5,77.25,G43R3
25.0,77.0,25.25,77.25,G43R4
25.75,77.25,26.0,77.5,G43R5
25.5,77.25,25.75,77.5,G43R6
25.25,77.25,25.5,77.5,G43R7
25.0,77.25,25.25,77.5,G43R8
25.75,77.5,26.0,77.75,G43R9
24.75,72.0,25.0,72.25,G43S1
24.5,72.5,24.75,72.75,G43S10
24.25,72.5,24.5,72.75,G43S11
24.0,72.5,24.25,72.75,G43S12
24.75,72.75,25.0,73.0,G43S13
24.5,72.75,24.75,73.0,G43S14
24.25,72.75,24.5,73.0,G43S15
24.0,72.75,24.25,73.0,G43S16
24.5,72.0,24.75,72.25,G43S2
24.25,72.0,24.5,72.25,G43S3
24.0,72.0,24.25,72.25,G43S4
24.75,72.25,25.0,72.5,G43S5
24.5,72.25,24.75,72.5,G43S6
24.25,72.25,24.5,72.5,G43S7
24.0,72.25,24.25,72.5,G43S8
24.75,72.5,25.0,72.75,G43S9
24.75,73.0,25.0,73.25,G43T1
24.5,73.5,24.75,73.75,G43T10
24.25,73.5,24.5,73.75,G43T11
24.0,73.5,24.25,73.75,G43T12
24.75,73.75,25.0,74.0,G43T13
24.5,73.75,24.75,74.0,G43T14
24.25,73.75,24.5,74.0,G43T15
24.0,73.75,24.25,74.0,G43T16
24.5,73.0,24.75,73.25,G43T2
24.25,73.0,24.5,73.25,G43T3
24.0,73.0,24.25,73.25,G43T4
24.75,73.25,25.0,73.5,G43T5
24.5,73.25,24.75,73.5,G43T6
24.25,73.25,24.5,73.5,G43T7
24.0,73.25,24.25,73.5,G43T8
24.75,73.5,25.0,73.75,G43T9
24.75,74.0,25.0,74.25,G43U1
24.5,74.5,24.75,74.75,G43U10
24.25,74.5,24.5,74.75,G43U11
24.0,74.5,24.25,74.75,G43U12
24.75,74.75,25.0,75.0,G43U13
24.5,74.75,24.75,75.0,G43U14
24.25,74.75,24.5,75.0,G43U15
24.0,74.75,24.25,75.0,G43U16
24.5,74.0,24.75,74.25,G43U2
24.25,74.0,24.5,74.25,G43U3
24.0,74.0,24.25,74.25,G43U4
24.75,74.25,25.0,74.5,G43U5
24.5,74.25,24.75,74.5,G43U6
24.25,74.25,24.5,74.5,G43U7
24.0,74.25,24.25,74.5,G43U8
24.75,74.5,25.0,74.75,G43U9
24.75,75.0,25.0,75.25,G43V1
24.5,75.5,24.75,75.75,G43V10
24.25,75.5,24.5,75.75,G43V11
24.0,75.5,24.25,75.75,G43V12
24.75,75.75,25.0,76.0,G43V13
24.5,75.75,24.75,76.0,G43V14
24.25,75.75,24.5,76.0,G43V15
24.0,75.75,24.25,76.0,G43V16
24.5,75.0,24.75,75.25,G43V2
24.25,75.0,24.5,75.25,G43V3
24.0,75.0,24.25,75.25,G43V4
24.75,75.25,25.0,75.5,G43V5
24.5,75.25,24.75,75.5,G43V6
24.25,75.25,24.5,75.5,G43V7
24.0,75.25,24.25,75.5,G43V8
24.75,75.5,25.0,75.75,G43V9
24.75,76.0,25.0,76.25,G43W1
24.5,76.5,24.75,76.75,G43W10
24.25,76.5,24.5,76.75,G43W11
24.0,76.5,24.25,76.75,G43W12
24.75,76.75,25.0,77.0,G43W13
24.5,76.75,24.75,77.0,G43W14
24.25,76.75,24.5,77.0,G43W15
24.0,76.75,24.25,77.0,G43W16
24.5,76.0,24.75,76.25,G43W2
24.25,76.0,24.5,76.25,G43W3
24.0,76.0,24.25,76.25,G43W4
24.5,76.25,24.75,76.5,G43W6
24.25,76.25,24.5,76.5,G43W7
24.0,76.25,24.25,76.5,G43W8
24.75,76.5,25.0,76.75,G43W9
24.75,77.0,25.0,77.25,G43X1
24.5,77.5,24.75,77.75,G43X10
24.25,77.5,24.5,77.75,G43X11
24.0,77.5,24.25,77.75,G43X12
24.75,77.75,25.0,78.0,G43X13
24.5,77.75,24.75,78.0,G43X14
24.25,77.75,24.5,78.0,G43X15
24.0,77.75,24.25,78.0,G43X16
24.25,77.0,24.5,77.25,G43X3
24.0,77.0,24.25,77.25,G43X4
24.75,77.25,25.0,77.5,G43X5
24.5,77.25,24.75,77.5,G43X6
24.25,77.25,24.5,77.5,G43X7
24.0,77.25,24.25,77.5,G43X8
24.75,77.5,25.0,77.75,G43X9
27.5,78.5,27.75,78.75,G44A10
27.25,78.5,27.5,78.75,G44A11
27.0,78.5,27.25,78.75,G44A12
27.75,78.75,28.0,79.0,G44A13
27.5,78.75,27.75,79.0,G44A14
27.25,78.75,27.5,79.0,G44A15
27.0,78.75,27.25,79.0,G44A16
27.5,78.0,27.75,78.25,G44A2
27.25,78.0,27.5,78.25,G44A3
27.0,78.0,27.25,78.25,G44A4
27.75,78.25,28.0,78.5,G44A5
27.5,78.25,27.75,78.5,G44A6
27.0,78.25,27.25,78.5,G44A8
27.75,78.5,28.0,78.75,G44A9
27.75,79.0,28.0,79.25,G44B1
27.5,79.5,27.75,79.75,G44B10
27.25,79.5,27.5,79.75,G44B11
27.0,79.5,27.25,79.75,G44B12
27.75,79.75,28.0,80.0,G44B13
27.5,79.75,27.75,80.0,G44B14
27.25,79.75,27.5,80.0,G44B15
27.0,79.75,27.25,80.0,G44B16
27.5,79.0,27.75,79.25,G44B2
27.25,79.0,27.5,79.25,G44B3
27.0,79.0,27.25,79.25,G44B4
27.75,79.25,28.0,79.5,G44B5
27.5,79.25,27.75,79.5,G44B6
27.25,79.25,27.5,79.5,G44B7
27.0,79.25,27.25,79.5,G44B8
27.75,79.5,28.0,79.75,G44B9
27.75,80.0,28.0,80.25,G44C1
27.5,80.5,27.75,80.75,G44C10
27.25,80.5,27.5,80.75,G44C11
27.0,80.5,27.25,80.75,G44C12
27.75,80.75,28.0,81.0,G44C13
27.25,80.75,27.5,81.0,G44C15
27.0,80.75,27.25,81.0,G44C16
27.5,80.0,27.75,80.25,G44C2
27.25,80.0,27.5,80.25,G44C3
27.0,80.0,27.25,80.25,G44C4
27.75,80.25,28.0,80.5,G44C5
27.5,80.25,27.75,80.5,G44C6
27.25,80.25,27.5,80.5,G44C7
27.0,80.25,27.25,80.5,G44C8
27.75,80.5,28.0,80.75,G44C9
27.75,81.0,28.0,81.25,G44D1
27.5,81.5,27.75,81.75,G44D10
27.25,81.5,27.5,81.75,G44D11
27.5,81.75,27.75,82.0,G44D14
27.25,81.75,27.5,82.0,G44D15
27.0,81.75,27.25,82.0,G44D16
27.5,81.0,27.75,81.25,G44D2
27.25,81.0,27.5,81.25,G44D3
27.0,81.0,27.25,81.25,G44D4
27.75,81.25,28.0,81.5,G44D5
27.5,81.25,27.75,81.5,G44D6
27.25,81.25,27.5,81.5,G44D7
27.25,82.5,27.5,82.75,G44E11
27.0,82.5,27.25,82.75,G44E12
27.0,82.75,27.25,83.0,G44E16
27.5,82.0,27.75,82.25,G44E2
27.25,82.0,27.5,82.25,G44E3
27.25,82.25,27.5,82.5,G44E7
27.0,82.25,27.25,82.5,G44E8
27.0,83.5,27.25,83.75,G44F12
27.0,83.25,27.25,83.5,G44F8
26.75,78.0,27.0,78.25,G44G1
26.5,78.5,26.75,78.75,G44G10
26.25,78.5,26.5,78.75,G44G11
26.0,78.5,26.25,78.75,G44G12
26.75,78.75,27.0,79.0,G44G13
26.25,78.75,26.5,79.0,G44G15
26.0,78.75,26.25,79.0,G44G16
26.5,78.0,26.75,78.25,G44G2
26.25,78.0,26.5,78.25,G44G3
26.0,78.0,26.25,78.25,G44G4
26.75,78.25,27.0,78.5,G44G5
26.5,78.25,26.75,78.5,G44G6
26.25,78.25,26.5,78.5,G44G7
26.0,78.25,26.25,78.5,G44G8
26.75,78.5,27.0,78.75,G44G9
26.75,79.0,27.0,79.25,G44H1
26.5,79.5,26.75,79.75,G44H10
26.25,79.5,26.5,79.75,G44H11
26.0,79.5,26.25,79.75,G44H12
26.75,79.75,27.0,80.0,G44H13
26.5,79.75,26.75,80.0,G44H14
26.25,79.75,26.5,80.0,G44H15
26.0,79.75,26.25,80.0,G44H16
26.5,79.0,26.75,79.25,G44H2
26.25,79.0,26.5,79.25,G44H3
26.0,79.0,26.25,79.25,G44H4
26.75,79.25,27.0,79.5,G44H5
26.5,79.25,26.75,79.5,G44H6
26.25,79.25,26.5,79.5,G44H7
26.0,79.25,26.25,79.5,G44H8
26.75,79.5,27.0,79.75,G44H9
26.75,80.0,27.0,80.25,G44I1
26.5,80.5,26.75,80.75,G44I10
26.25,80.5,26.5,80.75,G44I11
26.0,80.5,26.25,80.75,G44I12
26.75,80.75,27.0,81.0,G44I13
26.5,80.75,26.75,81.0,G44I14
26.0,80.75,26.25,81.0,G44I16
26.5,80.0,26.75,80.25,G44I2
26.0,80.0,26.25,80.25,G44I4
26.75,80.25,27.0,80.5,G44I5
26.5,80.25,26.75,80.5,G44I6
26.0,80.25,26.25,80.5,G44I8
26.75,80.5,27.0,80.75,G44I9
26.75,81.0,27.0,81.25,G44J1
26.5,81.5,26.75,81.75,G44J10
26.25,81.5,26.5,81.75,G44J11
26.0,81.5,26.25,81.75,G44J12
26.75,81.75,27.0,82.0,G44J13
26.5,81.75,26.75,82.0,G44J14
26.25,81.75,26.5,82.0,G44J15
26.0,81.75,26.25,82.0,G44J16
26.5,81.0,26.75,81.25,G44J2
26.25,81.0,26.5,81.25,G44J3
26.0,81.0,26.25,81.25,G44J4
26.5,81.25,26.75,81.5,G44J6
26.25,81.25,26.5,81.5,G44J7
26.75,82.0,27.0,82.25,G44K1
26.5,82.5,26.75,82.75,G44K10
26.25,82.5,26.5,82.75,G44K11
26.0,82.5,26.25,82.75,G44K12
26.75,82.75,27.0,83.0,G44K13
26.5,82.75,26.75,83.0,G44K14
26.25,82.75,26.5,83.0,G44K15
26.0,82.75,26.25,83.0,G44K16
26.5,82.0,26.75,82.25,G44K2
26.25,82.0,26.5,82.25,G44K3
26.0,82.0,26.25,82.25,G44K4
26.75,82.25,27.0,82.5,G44K5
26.5,82.25,26.75,82.5,G44K6
26.25,82.25,26.5,82.5,G44K7
26.0,82.25,26.25,82.5,G44K8
26.75,82.5,27.0,82.75,G44K9
26.5,83.5,26.75,83.75,G44L10
26.25,83.5,26.5,83.75,G44L11
26.0,83.5,26.25,83.75,G44L12
26.75,83.75,27.0,84.0,G44L13
26.5,83.75,26.75,84.0,G44L14
26.25,83.75,26.5,84.0,G44L15
26.0,83.75,26.25,84.0,G44L16
26.5,83.0,26.75,83.25,G44L2
26.25,83.0,26.5,83.25,G44L3
26.0,83.0,26.25,83.25,G44L4
26.75,83.25,27.0,83.5,G44L5
26.5,83.25,26.75,83.5,G44L6
26.25,83.25,26.5,83.5,G44L7
26.0,83.25,26.25,83.5,G44L8
26.75,83.5,27.0,83.75,G44L9
25.75,78.0,26.0,78.25,G44M1
25.5,78.5,25.75,78.75,G44M10
25.25,78.5,25.5,78.75,G44M11
25.0,78.5,25.25,78.75,G44M12
25.75,78.75,26.0,79.0,G44M13
25.5,78.75,25.75,79.0,G44M14
25.25,78.75,25.5,79.0,G44M15
25.0,78.75,25.25,79.0,G44M16
25.5,78.0,25.75,78.25,G44M2
25.25,78.0,25.5,78.25,G44M3
25.0,78.0,25.25,78.25,G44M4
25.75,78.25,26.0,78.5,G44M5
25.5,78.25,25.75,78.5,G44M6
25.25,78.25,25.5,78.5,G44M7
25.0,78.25,25.25,78.5,G44M8
25.75,78.5,26.0,78.75,G44M9
25.75,79.0,26.0,79.25,G44N1
25.5,79.5,25.75,79.75,G44N10
25.25,79.5,25.5,79.75,G44N11
25.0,79.5,25.25,79.75,G44N12
25.75,79.75,26.0,80.0,G44N13
25.5,79.75,25.75,80.0,G44N14
25.25,79.75,25.5,80.0,G44N15
25.0,79.75,25.25,80.0,G44N16
25.5,79.0,25.75,79.25,G44N2
25.25,79.0,25.5,79.25,G44N3
25.0,79.0,25.25,79.25,G44N4
25.75,79.25,26.0,79.5,G44N5
25.5,79.25,25.75,79.5,G44N6
25.25,79.25,25.5,79.5,G44N7
25.0,79.25,25.25,79.5,G44N8
25.75,79.5,26.0,79.75,G44N9
25.75,80.0,26.0,80.25,G44O1
25.5,80.5,25.75,80.75,G44O10
25.25,80.5,25.5,80.75,G44O11
25.0,80.5,25.25,80.75,G44O12
25.75,80.75,26.0,81.0,G44O13
25.5,80.75,25.75,81.0,G44O14
25.25,80.75,25.5,81.0,G44O15
25.0,80.75,25.25,81.0,G44O16
25.5,80.0,25.75,80.25,G44O2
25.25,80.0,25.5,80.25,G44O3
25.0,80.0,25.25,80.25,G44O4
25.75,80.25,26.0,80.5,G44O5
25.5,80.25,25.75,80.5,G44O6
25.25,80.25,25.5,80.5,G44O7
25.0,80.25,25.25,80.5,G44O8
25.75,80.5,26.0,80.75,G44O9
25.75,81.0,26.0,81.25,G44P1
25.5,81.5,25.75,81.75,G44P10
25.25,81.5,25.5,81.75,G44P11
25.0,81.5,25.25,81.75,G44P12
25.75,81.75,26.0,82.0,G44P13
25.5,81.75,25.75,82.0,G44P14
25.25,81.75,25.5,82.0,G44P15
25.0,81.75,25.25,82.0,G44P16
25.5,81.0,25.75,81.25,G44P2
25.25,81.0,25.5,81.25,G44P3
25.0,81.0,25.25,81.25,G44P4
25.75,81.25,26.0,81.5,G44P5
25.5,81.25,25.75,81.5,G44P6
25.25,81.25,25.5,81.5,G44P7
25.0,81.25,25.25,81.5,G44P8
25.75,81.5,26.0,81.75,G44P9
25.75,82.0,26.0,82.25,G44Q1
25.5,82.5,25.75,82.75,G44Q10
25.25,82.5,25.5,82.75,G44Q11
25.0,82.5,25.25,82.75,G44Q12
25.75,82.75,26.0,83.0,G44Q13
25.5,82.75,25.75,83.0,G44Q14
25.25,82.75,25.5,83.0,G44Q15
25.0,82.75,25.25,83.0,G44Q16
25.5,82.0,25.75,82.25,G44Q2
25.25,82.0,25.5,82.25,G44Q3
25.0,82.0,25.25,82.25,G44Q4
25.5,82.25,25.75,82.5,G44Q6
25.25,82.25,25.5,82.5,G44Q7
25.0,82.25,25.25,82.5,G44Q8
25.75,82.5,26.0,82.75,G44Q9
25.75,83.0,26.0,83.25,G44R1
25.5,83.5,25.75,83.75,G44R10
25.25,83.5,25.5,83.75,G44R11
25.0,83.5,25.25,83.75,G44R12
25.75,83.75,26.0,84.0,G44R13
25.5,83.75,25.75,84.0,G44R14
25.25,83.75,25.5,84.0,G44R15
25.0,83.75,25.25,84.0,G44R16
25.5,83.0,25.75,83.25,G44R2
25.25,83.0,25.5,83.25,G44R3
25.0,83.0,25.25,83.25,G44R4
25.75,83.25,26.0,83.5,G44R5
25.5,83.25,25.75,83.5,G44R6
25.25,83.25,25.5,83.5,G44R7
25.0,83.25,25.25,83.5,G44R8
25.75,83.5,26.0,83.75,G44R9
24.75,78.0,25.0,78.25,G44S1
24.5,78.5,24.75,78.75,G44S10
24.25,78.5,24.5,78.75,G44S11
24.0,78.5,24.25,78.75,G44S12
24.75,78.75,25.0,79.0,G44S13
24.5,78.75,24.75,79.0,G44S14
24.25,78.75,24.5,79.0,G44S15
24.0,78.75,24.25,79.0,G44S16
24.5,78.0,24.75,78.25,G44S2
24.25,78.0,24.5,78.25,G44S3
24.0,78.0,24.25,78.25,G44S4
24.75,78.25,25.0,78.5,G44S5
24.5,78.25,24.75,78.5,G44S6
24.25,78.25,24.5,78.5,G44S7
24.0,78.25,24.25,78.5,G44S8
24.75,78.5,25.0,78.75,G44S9
24.75,79.0,25.0,79.25,G44T1
24.5,79.5,24.75,79.75,G44T10
24.25,79.5,24.5,79.75,G44T11
24.0,79.5,24.25,79.75,G44T12
24.75,79.75,25.0,80.0,G44T13
24.5,79.75,24.75,80.0,G44T14
24.25,79.75,24.5,80.0,G44T15
24.0,79.75,24.25,80.0,G44T16
24.5,79.0,24.75,79.25,G44T2
24.25,79.0,24.5,79.25,G44T3
24.0,79.0,24.25,79.25,G44T4
24.75,79.25,25.0,79.5,G44T5
24.5,79.25,24.75,79.5,G44T6
24.25,79.25,24.5,79.5,G44T7
24.0,79.25,24.25,79.5,G44T8
24.75,79.5,25.0,79.75,G44T9
24.75,80.0,25.0,80.25,G44U1
24.5,80.5,24.75,80.75,G44U10
24.25,80.5,24.5,80.75,G44U11
24.0,80.5,24.25,80.75,G44U12
24.75,80.75,25.0,81.0,G44U13
24.5,80.75,24.75,81.0,G44U14
24.25,80.75,24.5,81.0,G44U15
24.0,80.75,24.25,81.0,G44U16
24.5,80.0,24.75,80.25,G44U2
24.25,80.0,24.5,80.25,G44U3
24.0,80.0,24.25,80.25,G44U4
24.75,80.25,25.0,80.5,G44U5
24.5,80.25,24.75,80.5,G44U6
24.25,80.25,24.5,80.5,G44U7
24.0,80.25,24.25,80.5,G44U8
24.75,80.5,25.0,80.75,G44U9
24.75,81.0,25.0,81.25,G44V1
24.5,81.5,24.75,81.75,G44V10
24.25,81.5,24.5,81.75,G44V11
24.0,81.5,24.25,81.75,G44V12
24.75,81.75,25.0,82.0,G44V13
24.5,81.75,24.75,82.0,G44V14
24.25,81.75,24.5,82.0,G44V15
24.0,81.75,24.25,82.0,G44V16
24.5,81.0,24.75,81.25,G44V2
24.25,81.0,24.5,81.25,G44V3
24.0,81.0,24.25,81.25,G44V4
24.75,81.25,25.0,81.5,G44V5
24.5,81.25,24.75,81.5,G44V6
24.25,81.25,24.5,81.5,G44V7
24.0,81.25,24.25,81.5,G44V8
24.75,81.5,25.0,81.75,G44V9
24.75,82.0,25.0,82.25,G44W1
24.5,82.5,24.75,82.75,G44W10
24.25,82.5,24.5,82.75,G44W11
24.0,82.5,24.25,82.75,G44W12
24.75,82.75,25.0,83.0,G44W13
24.5,82.75,24.75,83.0,G44W14
24.25,82.75,24.5,83.0,G44W15
24.0,82.75,24.25,83.0,G44W16
24.5,82.0,24.75,82.25,G44W2
24.25,82.0,24.5,82.25,G44W3
24.0,82.0,24.25,82.25,G44W4
24.75,82.25,25.0,82.5,G44W5
24.5,82.25,24.75,82.5,G44W6
24.25,82.25,24.5,82.5,G44W7
24.0,82.25,24.25,82.5,G44W8
24.75,82.5,25.0,82.75,G44W9
24.75,83.0,25.0,83.25,G44X1
24.5,83.5,24.75,83.75,G44X10
24.25,83.5,24.5,83.75,G44X11
24.0,83.5,24.25,83.75,G44X12
24.75,83.75,25.0,84.0,G44X13
24.5,83.75,24.75,84.0,G44X14
24.25,83.75,24.5,84.0,G44X15
24.0,83.75,24.25,84.0,G44X16
24.5,83.0,24.75,83.25,G44X2
24.25,83.0,24.5,83.25,G44X3
24.0,83.0,24.25,83.25,G44X4
24.75,83.25,25.0,83.5,G44X5
24.5,83.25,24.75,83.5,G44X6
24.25,83.25,24.5,83.5,G44X7
24.0,83.25,24.25,83.5,G44X8
24.75,83.5,25.0,83.75,G44X9
27.0,84.25,27.25,84.5,G45A8
27.5,88.5,27.75,88.75,G45E10
27.5,88.25,27.75,88.5,G45E6
27.25,88.25,27.5,88.5,G45E7
27.0,88.25,27.25,88.5,G45E8
27.75,88.5,28.0,88.75,G45E9
26.5,84.5,26.75,84.75,G45G10
26.25,84.5,26.5,84.75,G45G11
26.0,84.5,26.25,84.75,G45G12
26.5,84.75,26.75,85.0,G45G14
26.25,84.75,26.5,85.0,G45G15
26.0,84.75,26.25,85.0,G45G16
26.0,84.0,26.25,84.25,G45G4
26.75,84.25,27.0,84.5,G45G5
26.5,84.25,26.75,84.5,G45G6
26.25,84.25,26.5,84.5,G45G7
26.0,84.25,26.25,84.5,G45G8
26.75,84.5,27.0,84.75,G45G9
26.25,85.5,26.5,85.75,G45H11
26.0,85.5,26.25,85.75,G45H12
26.25,85.75,26.5,86.0,G45H15
26.0,85.75,26.25,86.0,G45H16
26.5,85.0,26.75,85.25,G45H2
26.25,85.0,26.5,85.25,G45H3
26.0,85.0,26.25,85.25,G45H4
26.25,85.25,26.5,85.5,G45H7
26.0,85.25,26.25,85.5,G45H8
26.0,86.5,26.25,86.75,G45I12
26.0,86.75,26.25,87.0,G45I16
26.25,86.0,26.5,86.25,G45I3
26.0,86.0,26.25,86.25,G45I4
26.25,86.25,26.5,86.5,G45I7
26.0,86.25,26.25,86.5,G45I8
26.0,87.5,26.25,87.75,G45J12
26.0,87.75,26.25,88.0,G45J16
26.0,87.0,26.25,87.25,G45J4
26.0,87.25,26.25,87.5,G45J8
26.5,88.75,26.75,89.0,G45K14
26.75,88.25,27.0,88.5,G45K5
26.25,89.5,26.5,89.75,G45L11
26.25,89.75,26.5,90.0,G45L15
26.25,89.25,26.5,89.5,G45L7
25.75,84.0,26.0,84.25,G45M1
25.5,84.5,25.75,84.75,G45M10
25.25,84.5,25.5,84.75,G45M11
25.0,84.5,25.25,84.75,G45M12
25.75,84.75,26.0,85.0,G45M13
25.5,84.75,25.75,85.0,G45M14
25.25,84.75,25.5,85.0,G45M15
25.0,84.75,25.25,85.0,G45M16
25.5,84.0,25.75,84.25,G45M2
25.25,84.0,25.5,84.25,G45M3
25.0,84.0,25.25,84.25,G45M4
25.75,84.25,26.0,84.5,G45M5
25.5,84.25,25.75,84.5,G45M6
25.25,84.25,25.5,84.5,G45M7
25.0,84.25,25.25,84.5,G45M8
25.75,84.5,26.0,84.75,G45M9
25.75,85.0,26.0,85.25,G45N1
25.5,85.5,25.75,85.75,G45N10
25.25,85.5,25.5,85.75,G45N11
25.0,85.5,25.25,85.75,G45N12
